industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age,founder_strength,funding_momentum,startup_maturity,funding_intensity,strong_team_flag
Healthtech,2016,Pune,1,Series A,13.04,Pe,Large,Large,8,10,1.448888888888889,Mature,104.32,No
Saas,2021,Bangalore,4,Series B,15.93,Angel,Large,Large,3,40,3.9825,Early,47.79,Yes
E-Commerce,2020,Pune,3,Series B,12.02,Angel,Large,Large,4,30,2.404,Growth,48.08,Yes
E-Commerce,2012,Pune,2,Series A,18.47,Angel,Medium,Large,12,20,1.4207692307692308,Mature,221.64,No
Saas,2019,Pune,2,Series B,17.56,Pe,Medium,Large,5,20,2.9266666666666663,Growth,87.8,No
E-Commerce,2010,Chennai,4,Series A,15.44,Angel,Small,Large,14,40,1.0293333333333332,Mature,216.16,Yes
Saas,2009,Mumbai,1,Seed,9.35,Angel,Small,Medium,15,10,0.584375,Mature,140.25,No
Fintech,2014,Delhi,3,Seed,12.33,Angel,Small,Medium,10,30,1.1209090909090909,Mature,123.3,Yes
Ai,2019,Delhi,1,Seed,10.23,Vc,Small,Medium,5,10,1.705,Growth,51.150000000000006,No
Healthtech,2014,Pune,3,Series A,0.32,Angel,Large,Small,10,30,0.02909090909090909,Mature,3.2,Yes
Saas,2019,Bangalore,2,Series A,13.33,Pe,Small,Large,5,20,2.2216666666666667,Growth,66.65,No
Healthtech,2020,Pune,2,Series A,18.33,Angel,Medium,Large,4,20,3.6659999999999995,Growth,73.32,No
Fintech,2012,Chennai,4,Series A,10.47,Pe,Medium,Large,12,40,0.8053846153846155,Mature,125.64000000000001,Yes
Ai,2011,Chennai,1,Seed,3.58,Pe,Medium,Small,13,10,0.2557142857142857,Mature,46.54,No
Fintech,2020,Pune,2,Series B,9.3,Angel,Small,Large,4,20,1.86,Growth,37.2,No
E-Commerce,2018,Delhi,4,Seed,0.26,Pe,Large,Small,6,40,0.037142857142857144,Growth,1.56,Yes
Healthtech,2009,Chennai,2,Series B,14.85,Pe,Medium,Large,15,20,0.928125,Mature,222.75,No
Ai,2009,Hyderabad,3,Series B,13.44,Vc,Medium,Large,15,30,0.84,Mature,201.6,Yes
E-Commerce,2014,Bangalore,1,Series A,13.1,Angel,Small,Large,10,10,1.190909090909091,Mature,131.0,No
Ai,2017,Bangalore,1,Seed,8.79,Angel,Medium,Medium,7,10,1.09875,Growth,61.529999999999994,No
E-Commerce,2014,Chennai,3,Seed,7.96,Pe,Medium,Medium,10,30,0.7236363636363636,Mature,79.6,Yes
Fintech,2011,Delhi,3,Series A,5.6,Vc,Medium,Medium,13,30,0.39999999999999997,Mature,72.8,Yes
Saas,2021,Pune,1,Seed,18.34,Pe,Small,Large,3,10,4.585,Early,55.019999999999996,No
Healthtech,2011,Hyderabad,4,Seed,7.5,Pe,Medium,Medium,13,40,0.5357142857142857,Mature,97.5,Yes
Edtech,2011,Hyderabad,4,Series A,11.18,Angel,Medium,Large,13,40,0.7985714285714286,Mature,145.34,Yes
Edtech,2018,Pune,2,Series A,9.25,Pe,Large,Large,6,20,1.3214285714285714,Growth,55.5,No
Fintech,2009,Hyderabad,4,Seed,13.28,Vc,Small,Medium,15,40,0.83,Mature,199.2,Yes
Healthtech,2020,Mumbai,1,Series A,19.64,Pe,Medium,Large,4,10,3.928,Growth,78.56,No
Healthtech,2020,Chennai,4,Series A,11.68,Pe,Medium,Large,4,40,2.336,Growth,46.72,Yes
Fintech,2016,Hyderabad,3,Series A,8.27,Angel,Medium,Large,8,30,0.9188888888888889,Mature,66.16,Yes
Healthtech,2008,Chennai,1,Seed,12.21,Pe,Medium,Large,16,10,0.7182352941176471,Mature,195.36,No
Saas,2022,Delhi,2,Series B,0.87,Angel,Large,Small,2,20,0.29,Early,1.74,No
Fintech,2015,Delhi,1,Series A,18.11,Angel,Small,Large,9,10,1.811,Mature,162.99,No
Saas,2013,Pune,1,Seed,3.53,Pe,Medium,Small,11,10,0.29416666666666663,Mature,38.83,No
Healthtech,2022,Delhi,4,Series A,10.9,Vc,Large,Large,2,40,3.6333333333333333,Early,21.8,Yes
Fintech,2020,Mumbai,4,Seed,7.72,Pe,Large,Medium,4,40,1.544,Growth,30.88,Yes
Healthtech,2017,Delhi,4,Series A,17.04,Angel,Small,Large,7,40,2.13,Growth,119.28,Yes
Fintech,2014,Chennai,2,Seed,19.26,Vc,Large,Large,10,20,1.750909090909091,Mature,192.60000000000002,No
Healthtech,2019,Bangalore,2,Series A,1.43,Vc,Small,Small,5,20,0.2383333333333333,Growth,7.1499999999999995,No
Saas,2012,Bangalore,2,Series A,4.3,Vc,Large,Medium,12,20,0.33076923076923076,Mature,51.599999999999994,No
Saas,2013,Chennai,2,Seed,17.02,Pe,Small,Medium,11,20,1.4183333333333332,Mature,187.22,No
Healthtech,2013,Bangalore,3,Seed,9.19,Pe,Small,Medium,11,30,0.7658333333333333,Mature,101.08999999999999,Yes
Fintech,2020,Hyderabad,1,Series B,12.72,Vc,Small,Large,4,10,2.544,Growth,50.88,No
Edtech,2023,Bangalore,4,Seed,7.55,Angel,Medium,Medium,1,40,3.775,Early,7.55,Yes
Saas,2016,Mumbai,1,Seed,10.78,Pe,Small,Medium,8,10,1.1977777777777776,Mature,86.24,No
Saas,2023,Delhi,1,Seed,5.48,Angel,Medium,Medium,1,10,2.74,Early,5.48,No
E-Commerce,2017,Bangalore,1,Seed,11.88,Vc,Small,Medium,7,10,1.485,Growth,83.16000000000001,No
Edtech,2020,Bangalore,4,Seed,8.77,Vc,Medium,Medium,4,40,1.754,Growth,35.08,Yes
Healthtech,2011,Pune,1,Seed,13.69,Vc,Large,Large,13,10,0.9778571428571429,Mature,177.97,No
Fintech,2019,Mumbai,3,Series A,12.24,Angel,Small,Large,5,30,2.04,Growth,61.2,Yes
E-Commerce,2018,Pune,4,Series A,2.85,Angel,Large,Medium,6,40,0.40714285714285714,Growth,17.1,Yes
Healthtech,2019,Mumbai,3,Seed,3.97,Angel,Large,Medium,5,30,0.6616666666666667,Growth,19.85,Yes
Ai,2020,Bangalore,4,Series A,0.66,Pe,Medium,Small,4,40,0.132,Growth,2.64,Yes
Saas,2012,Hyderabad,1,Seed,7.29,Pe,Large,Medium,12,10,0.5607692307692308,Mature,87.48,No
Ai,2011,Bangalore,1,Seed,5.6,Angel,Medium,Medium,13,10,0.39999999999999997,Mature,72.8,No
Saas,2008,Hyderabad,1,Seed,1.83,Angel,Small,Small,16,10,0.10764705882352942,Mature,29.28,No
Saas,2017,Pune,3,Seed,13.63,Angel,Medium,Large,7,30,1.70375,Growth,95.41000000000001,Yes
Ai,2013,Delhi,1,Series B,14.38,Vc,Medium,Large,11,10,1.1983333333333335,Mature,158.18,No
Ai,2012,Chennai,2,Series B,13.31,Pe,Small,Large,12,20,1.0238461538461539,Mature,159.72,No
Healthtech,2011,Delhi,3,Series A,4.81,Pe,Medium,Medium,13,30,0.3435714285714285,Mature,62.529999999999994,Yes
E-Commerce,2013,Bangalore,2,Seed,12.64,Vc,Medium,Large,11,20,1.0533333333333335,Mature,139.04000000000002,No
E-Commerce,2019,Bangalore,4,Series A,7.72,Angel,Small,Medium,5,40,1.2866666666666666,Growth,38.6,Yes
Ai,2012,Hyderabad,2,Series B,0.4,Pe,Small,Small,12,20,0.03076923076923077,Mature,4.800000000000001,No
Healthtech,2010,Mumbai,2,Seed,19.36,Vc,Large,Large,14,20,1.2906666666666666,Mature,271.03999999999996,No
E-Commerce,2009,Pune,3,Seed,14.41,Angel,Medium,Large,15,30,0.900625,Mature,216.15,Yes
Healthtech,2020,Pune,4,Series A,4.92,Vc,Small,Medium,4,40,0.984,Growth,19.68,Yes
Healthtech,2013,Pune,2,Series A,6.33,Pe,Large,Large,11,20,0.5275,Mature,69.63,No
Saas,2011,Hyderabad,1,Seed,17.98,Vc,Small,Large,13,10,1.2842857142857143,Mature,233.74,No
E-Commerce,2018,Mumbai,1,Series B,5.25,Angel,Small,Medium,6,10,0.75,Growth,31.5,No
E-Commerce,2022,Mumbai,4,Series A,2.03,Pe,Small,Small,2,40,0.6766666666666666,Early,4.06,Yes
Saas,2020,Mumbai,2,Seed,16.85,Pe,Medium,Large,4,20,3.37,Growth,67.4,No
Ai,2017,Mumbai,3,Seed,14.01,Pe,Large,Large,7,30,1.75125,Growth,98.07,Yes
Saas,2010,Bangalore,4,Series B,10.95,Pe,Medium,Large,14,40,0.73,Mature,153.29999999999998,Yes
E-Commerce,2021,Chennai,4,Series A,11.18,Vc,Medium,Large,3,40,2.795,Early,33.54,Yes
E-Commerce,2015,Pune,4,Seed,13.82,Vc,Large,Large,9,40,1.3820000000000001,Mature,124.38,Yes
Ai,2019,Chennai,4,Seed,18.23,Pe,Medium,Large,5,40,3.0383333333333336,Growth,91.15,Yes
Saas,2016,Delhi,1,Series A,16.49,Pe,Large,Large,8,10,1.832222222222222,Mature,131.92,No
Fintech,2022,Delhi,3,Series A,4.82,Vc,Medium,Medium,2,30,1.6066666666666667,Early,9.64,Yes
Fintech,2014,Delhi,1,Seed,12.94,Angel,Medium,Large,10,10,1.1763636363636363,Mature,129.4,No
Ai,2009,Hyderabad,4,Seed,13.49,Pe,Small,Medium,15,40,0.843125,Mature,202.35,Yes
Saas,2015,Delhi,3,Seed,16.47,Pe,Small,Medium,9,30,1.6469999999999998,Mature,148.23,Yes
Saas,2018,Pune,1,Series B,18.24,Angel,Large,Large,6,10,2.6057142857142854,Growth,109.44,No
Healthtech,2020,Delhi,2,Series B,1.36,Pe,Large,Medium,4,20,0.272,Growth,5.44,No
E-Commerce,2020,Delhi,2,Series A,2.07,Vc,Small,Small,4,20,0.414,Growth,8.28,No
Edtech,2018,Bangalore,4,Seed,2.09,Angel,Medium,Small,6,40,0.29857142857142854,Growth,12.54,Yes
Ai,2012,Delhi,2,Seed,13.9,Pe,Small,Medium,12,20,1.0692307692307692,Mature,166.8,No
Edtech,2022,Chennai,3,Series A,18.58,Angel,Large,Large,2,30,6.1933333333333325,Early,37.16,Yes
Edtech,2022,Bangalore,4,Series A,11.73,Vc,Small,Large,2,40,3.91,Early,23.46,Yes
Ai,2022,Mumbai,2,Series A,11.44,Angel,Large,Large,2,20,3.813333333333333,Early,22.88,No
Saas,2018,Hyderabad,3,Seed,16.83,Angel,Medium,Large,6,30,2.404285714285714,Growth,100.97999999999999,Yes
Ai,2017,Bangalore,1,Series A,19.85,Vc,Medium,Large,7,10,2.48125,Growth,138.95000000000002,No
Edtech,2014,Bangalore,1,Series B,18.85,Pe,Large,Large,10,10,1.7136363636363638,Mature,188.5,No
E-Commerce,2012,Chennai,3,Seed,12.22,Angel,Small,Medium,12,30,0.9400000000000001,Mature,146.64000000000001,Yes
E-Commerce,2023,Pune,2,Series A,19.95,Vc,Small,Large,1,20,9.975,Early,19.95,No
E-Commerce,2009,Pune,3,Series A,14.52,Angel,Small,Large,15,30,0.9075,Mature,217.79999999999998,Yes
Saas,2023,Delhi,3,Seed,14.07,Vc,Medium,Large,1,30,7.035,Early,14.07,Yes
Fintech,2019,Mumbai,3,Series A,2.13,Vc,Medium,Small,5,30,0.355,Growth,10.649999999999999,Yes
Ai,2019,Chennai,1,Seed,6.08,Vc,Large,Medium,5,10,1.0133333333333334,Growth,30.4,No
E-Commerce,2019,Chennai,1,Series A,11.75,Angel,Medium,Large,5,10,1.9583333333333333,Growth,58.75,No
Ai,2011,Bangalore,1,Series A,14.01,Angel,Large,Large,13,10,1.0007142857142857,Mature,182.13,No
E-Commerce,2020,Mumbai,2,Series A,4.19,Vc,Medium,Medium,4,20,0.8380000000000001,Growth,16.76,No
Saas,2018,Chennai,4,Seed,16.22,Vc,Large,Large,6,40,2.317142857142857,Growth,97.32,Yes
Fintech,2012,Pune,1,Seed,17.54,Pe,Large,Large,12,10,1.3492307692307692,Mature,210.48,No
Fintech,2013,Hyderabad,1,Series B,17.06,Vc,Medium,Large,11,10,1.4216666666666666,Mature,187.66,No
E-Commerce,2012,Hyderabad,3,Series B,10.84,Angel,Medium,Large,12,30,0.8338461538461538,Mature,130.07999999999998,Yes
Saas,2017,Chennai,2,Seed,6.93,Angel,Small,Small,7,20,0.86625,Growth,48.51,No
Healthtech,2018,Bangalore,3,Seed,16.87,Pe,Medium,Large,6,30,2.41,Growth,101.22,Yes
Ai,2023,Hyderabad,3,Seed,14.89,Pe,Large,Large,1,30,7.445,Early,14.89,Yes
Ai,2022,Bangalore,3,Seed,0.95,Angel,Large,Small,2,30,0.31666666666666665,Early,1.9,Yes
Edtech,2008,Delhi,3,Series A,10.12,Vc,Large,Large,16,30,0.5952941176470588,Mature,161.92,Yes
Saas,2008,Delhi,1,Seed,16.5,Vc,Medium,Large,16,10,0.9705882352941176,Mature,264.0,No
Edtech,2022,Bangalore,2,Seed,11.47,Angel,Large,Large,2,20,3.8233333333333337,Early,22.94,No
E-Commerce,2010,Chennai,1,Series A,5.51,Angel,Medium,Medium,14,10,0.36733333333333335,Mature,77.14,No
Edtech,2016,Delhi,4,Series A,0.53,Vc,Medium,Small,8,40,0.05888888888888889,Mature,4.24,Yes
Fintech,2018,Pune,3,Series B,4.69,Vc,Large,Large,6,30,0.67,Growth,28.14,Yes
Ai,2009,Delhi,1,Series A,12.31,Angel,Medium,Large,15,10,0.769375,Mature,184.65,No
Edtech,2017,Pune,2,Series B,5.21,Vc,Large,Large,7,20,0.65125,Growth,36.47,No
Fintech,2012,Hyderabad,4,Series A,0.42,Angel,Small,Small,12,40,0.03230769230769231,Mature,5.04,Yes
Saas,2016,Chennai,1,Seed,1.59,Vc,Medium,Small,8,10,0.17666666666666667,Mature,12.72,No
Edtech,2014,Bangalore,1,Series A,7.72,Pe,Small,Medium,10,10,0.7018181818181818,Mature,77.2,No
E-Commerce,2018,Delhi,4,Series A,9.4,Vc,Large,Large,6,40,1.342857142857143,Growth,56.400000000000006,Yes
E-Commerce,2015,Chennai,2,Seed,15.23,Pe,Medium,Large,9,20,1.5230000000000001,Mature,137.07,No
E-Commerce,2009,Delhi,4,Seed,10.92,Pe,Medium,Medium,15,40,0.6825,Mature,163.8,Yes
Ai,2012,Hyderabad,4,Series A,15.62,Angel,Small,Large,12,40,1.2015384615384614,Mature,187.44,Yes
Edtech,2016,Chennai,3,Seed,3.17,Pe,Medium,Small,8,30,0.3522222222222222,Mature,25.36,Yes
Saas,2008,Mumbai,3,Series A,7.14,Angel,Medium,Large,16,30,0.42,Mature,114.24,Yes
Edtech,2008,Hyderabad,4,Series B,10.45,Vc,Large,Large,16,40,0.6147058823529411,Mature,167.2,Yes
Ai,2023,Bangalore,3,Seed,0.51,Angel,Large,Small,1,30,0.255,Early,0.51,Yes
Fintech,2017,Chennai,2,Series A,19.22,Vc,Small,Large,7,20,2.4025,Growth,134.54,No
Ai,2015,Pune,1,Series B,18.47,Angel,Medium,Large,9,10,1.847,Mature,166.23,No
E-Commerce,2009,Delhi,4,Seed,13.35,Vc,Medium,Large,15,40,0.834375,Mature,200.25,Yes
Fintech,2016,Pune,3,Seed,4.43,Pe,Large,Medium,8,30,0.49222222222222217,Mature,35.44,Yes
E-Commerce,2017,Chennai,2,Seed,2.93,Vc,Large,Small,7,20,0.36625,Growth,20.51,No
Healthtech,2016,Bangalore,2,Seed,17.79,Vc,Small,Large,8,20,1.9766666666666666,Mature,142.32,No
Ai,2011,Pune,2,Series A,5.9,Angel,Large,Large,13,20,0.42142857142857143,Mature,76.7,No
Ai,2009,Pune,4,Series A,7.66,Angel,Medium,Large,15,40,0.47875,Mature,114.9,Yes
Saas,2010,Pune,3,Series A,8.03,Pe,Small,Medium,14,30,0.5353333333333333,Mature,112.41999999999999,Yes
Edtech,2017,Chennai,2,Seed,4.42,Pe,Medium,Small,7,20,0.5525,Growth,30.939999999999998,No
Fintech,2008,Delhi,3,Seed,14.55,Angel,Large,Large,16,30,0.8558823529411765,Mature,232.8,Yes
Fintech,2010,Pune,1,Series A,11.59,Pe,Medium,Large,14,10,0.7726666666666666,Mature,162.26,No
Saas,2012,Hyderabad,2,Series A,17.8,Vc,Large,Large,12,20,1.3692307692307693,Mature,213.60000000000002,No
Saas,2010,Hyderabad,2,Seed,4.54,Angel,Large,Medium,14,20,0.3026666666666667,Mature,63.56,No
Edtech,2010,Delhi,3,Seed,6.92,Pe,Large,Medium,14,30,0.4613333333333333,Mature,96.88,Yes
E-Commerce,2017,Mumbai,3,Series A,9.99,Vc,Large,Large,7,30,1.24875,Growth,69.93,Yes
Edtech,2013,Mumbai,3,Seed,9.55,Pe,Small,Medium,11,30,0.7958333333333334,Mature,105.05000000000001,Yes
Ai,2010,Hyderabad,1,Series A,19.64,Pe,Large,Large,14,10,1.3093333333333335,Mature,274.96000000000004,No
E-Commerce,2010,Pune,4,Seed,12.0,Angel,Small,Medium,14,40,0.8,Mature,168.0,Yes
Healthtech,2022,Bangalore,3,Seed,8.32,Pe,Large,Large,2,30,2.7733333333333334,Early,16.64,Yes
Edtech,2016,Chennai,2,Seed,5.85,Vc,Small,Small,8,20,0.6499999999999999,Mature,46.8,No
Saas,2009,Delhi,1,Series A,11.63,Pe,Small,Large,15,10,0.726875,Mature,174.45000000000002,No
E-Commerce,2008,Bangalore,3,Series A,11.02,Angel,Medium,Large,16,30,0.648235294117647,Mature,176.32,Yes
Edtech,2017,Pune,3,Seed,10.26,Angel,Large,Large,7,30,1.2825,Growth,71.82,Yes
Fintech,2015,Chennai,2,Seed,18.89,Angel,Small,Large,9,20,1.889,Mature,170.01,No
Healthtech,2020,Hyderabad,2,Seed,10.18,Vc,Large,Large,4,20,2.036,Growth,40.72,No
Ai,2021,Delhi,3,Seed,4.72,Vc,Small,Small,3,30,1.18,Early,14.16,Yes
Fintech,2010,Bangalore,1,Seed,3.29,Pe,Medium,Small,14,10,0.21933333333333332,Mature,46.06,No
Fintech,2014,Chennai,3,Seed,18.21,Angel,Medium,Large,10,30,1.6554545454545455,Mature,182.10000000000002,Yes
Healthtech,2009,Hyderabad,4,Seed,19.96,Angel,Large,Large,15,40,1.2475,Mature,299.40000000000003,Yes
Ai,2018,Hyderabad,1,Series A,11.93,Angel,Small,Large,6,10,1.7042857142857142,Growth,71.58,No
Saas,2018,Chennai,2,Series B,14.6,Pe,Large,Large,6,20,2.085714285714286,Growth,87.6,No
E-Commerce,2019,Mumbai,2,Seed,8.53,Pe,Large,Large,5,20,1.4216666666666666,Growth,42.65,No
Ai,2015,Mumbai,1,Seed,17.26,Angel,Medium,Large,9,10,1.7260000000000002,Mature,155.34,No
Edtech,2023,Chennai,1,Seed,7.06,Pe,Medium,Medium,1,10,3.53,Early,7.06,No
Fintech,2016,Chennai,2,Seed,0.58,Pe,Small,Small,8,20,0.06444444444444444,Mature,4.64,No
Edtech,2015,Chennai,4,Series B,0.95,Angel,Small,Small,9,40,0.095,Mature,8.549999999999999,Yes
Saas,2015,Hyderabad,1,Seed,16.55,Vc,Medium,Large,9,10,1.655,Mature,148.95000000000002,No
Edtech,2015,Pune,2,Seed,8.53,Pe,Large,Large,9,20,0.853,Mature,76.77,No
Ai,2021,Pune,3,Series A,19.36,Pe,Small,Large,3,30,4.84,Early,58.08,Yes
Edtech,2014,Delhi,1,Series A,8.47,Pe,Large,Large,10,10,0.77,Mature,84.7,No
Saas,2009,Hyderabad,4,Series A,18.93,Pe,Small,Large,15,40,1.183125,Mature,283.95,Yes
Saas,2015,Hyderabad,1,Series B,9.52,Pe,Medium,Large,9,10,0.952,Mature,85.67999999999999,No
Saas,2012,Mumbai,4,Seed,14.49,Pe,Large,Large,12,40,1.1146153846153846,Mature,173.88,Yes
Ai,2013,Chennai,2,Seed,6.01,Vc,Small,Small,11,20,0.5008333333333334,Mature,66.11,No
Saas,2011,Hyderabad,1,Seed,11.07,Pe,Medium,Medium,13,10,0.7907142857142857,Mature,143.91,No
Fintech,2008,Hyderabad,1,Series A,6.65,Vc,Large,Large,16,10,0.3911764705882353,Mature,106.4,No
Saas,2020,Chennai,4,Series A,13.6,Pe,Small,Large,4,40,2.7199999999999998,Growth,54.4,Yes
Edtech,2012,Pune,4,Series A,4.71,Vc,Small,Medium,12,40,0.36230769230769233,Mature,56.519999999999996,Yes
E-Commerce,2010,Delhi,3,Seed,7.29,Vc,Medium,Medium,14,30,0.486,Mature,102.06,Yes
Edtech,2016,Mumbai,4,Seed,12.75,Angel,Medium,Large,8,40,1.4166666666666667,Mature,102.0,Yes
E-Commerce,2011,Bangalore,2,Series A,6.21,Vc,Small,Medium,13,20,0.44357142857142856,Mature,80.73,No
Edtech,2017,Pune,1,Series A,5.73,Pe,Small,Medium,7,10,0.71625,Growth,40.11,No
Ai,2009,Hyderabad,4,Series A,7.73,Vc,Medium,Large,15,40,0.483125,Mature,115.95,Yes
Edtech,2011,Delhi,3,Seed,12.51,Vc,Medium,Large,13,30,0.8935714285714286,Mature,162.63,Yes
Ai,2010,Bangalore,3,Series B,6.8,Pe,Large,Large,14,30,0.4533333333333333,Mature,95.2,Yes
Ai,2010,Pune,4,Seed,8.8,Angel,Small,Medium,14,40,0.5866666666666667,Mature,123.20000000000002,Yes
Saas,2012,Pune,3,Series A,0.61,Pe,Small,Small,12,30,0.04692307692307692,Mature,7.32,Yes
Fintech,2023,Chennai,1,Series A,14.06,Pe,Small,Large,1,10,7.03,Early,14.06,No
E-Commerce,2008,Bangalore,2,Series B,16.27,Pe,Large,Large,16,20,0.9570588235294117,Mature,260.32,No
Saas,2012,Chennai,3,Seed,16.58,Vc,Medium,Large,12,30,1.2753846153846153,Mature,198.95999999999998,Yes
Saas,2015,Pune,4,Seed,11.08,Angel,Small,Medium,9,40,1.108,Mature,99.72,Yes
Ai,2022,Pune,4,Seed,8.61,Pe,Medium,Medium,2,40,2.8699999999999997,Early,17.22,Yes
Ai,2022,Pune,1,Series A,3.88,Angel,Large,Medium,2,10,1.2933333333333332,Early,7.76,No
E-Commerce,2017,Delhi,2,Seed,13.19,Pe,Large,Large,7,20,1.64875,Growth,92.33,No
Edtech,2019,Pune,4,Seed,11.62,Vc,Large,Large,5,40,1.9366666666666665,Growth,58.099999999999994,Yes
Edtech,2016,Bangalore,2,Series B,8.71,Vc,Small,Large,8,20,0.9677777777777778,Mature,69.68,No
Saas,2019,Mumbai,3,Series B,12.37,Vc,Small,Large,5,30,2.0616666666666665,Growth,61.849999999999994,Yes
Healthtech,2008,Delhi,1,Seed,19.09,Vc,Medium,Large,16,10,1.1229411764705883,Mature,305.44,No
Healthtech,2021,Bangalore,3,Seed,2.89,Angel,Large,Small,3,30,0.7225,Early,8.67,Yes
Edtech,2009,Hyderabad,2,Seed,19.3,Vc,Medium,Large,15,20,1.20625,Mature,289.5,No
Healthtech,2009,Bangalore,4,Series A,11.49,Angel,Large,Large,15,40,0.718125,Mature,172.35,Yes
Edtech,2013,Bangalore,4,Series A,16.67,Vc,Small,Large,11,40,1.3891666666666669,Mature,183.37,Yes
Ai,2008,Mumbai,1,Seed,19.88,Pe,Medium,Large,16,10,1.1694117647058824,Mature,318.08,No
Saas,2018,Delhi,3,Seed,18.58,Vc,Small,Large,6,30,2.654285714285714,Growth,111.47999999999999,Yes
Fintech,2008,Hyderabad,2,Seed,8.1,Vc,Medium,Medium,16,20,0.4764705882352941,Mature,129.6,No
Saas,2009,Pune,4,Seed,9.27,Pe,Small,Medium,15,40,0.579375,Mature,139.04999999999998,Yes
Edtech,2022,Delhi,4,Series B,12.2,Vc,Medium,Large,2,40,4.066666666666666,Early,24.4,Yes
Edtech,2019,Delhi,1,Seed,12.83,Angel,Small,Medium,5,10,2.138333333333333,Growth,64.15,No
Saas,2020,Hyderabad,1,Series A,4.72,Pe,Large,Large,4,10,0.944,Growth,18.88,No
E-Commerce,2011,Hyderabad,3,Series B,18.97,Vc,Large,Large,13,30,1.355,Mature,246.60999999999999,Yes
Edtech,2009,Mumbai,4,Series A,16.59,Angel,Large,Large,15,40,1.036875,Mature,248.85,Yes
Healthtech,2011,Chennai,3,Seed,2.78,Pe,Small,Small,13,30,0.19857142857142857,Mature,36.14,Yes
Healthtech,2010,Mumbai,2,Seed,19.83,Angel,Small,Large,14,20,1.3219999999999998,Mature,277.62,No
Edtech,2010,Pune,3,Series B,19.92,Vc,Medium,Large,14,30,1.328,Mature,278.88,Yes
Edtech,2022,Hyderabad,1,Seed,7.22,Vc,Large,Medium,2,10,2.4066666666666667,Early,14.44,No
E-Commerce,2016,Bangalore,3,Series B,17.0,Pe,Large,Large,8,30,1.8888888888888888,Mature,136.0,Yes
Healthtech,2015,Bangalore,1,Seed,5.36,Pe,Large,Medium,9,10,0.536,Mature,48.24,No
Edtech,2019,Delhi,4,Seed,3.37,Vc,Medium,Small,5,40,0.5616666666666666,Growth,16.85,Yes
Edtech,2019,Delhi,2,Series A,17.12,Vc,Large,Large,5,20,2.8533333333333335,Growth,85.60000000000001,No
E-Commerce,2017,Chennai,4,Series A,11.31,Pe,Medium,Large,7,40,1.41375,Growth,79.17,Yes
E-Commerce,2016,Chennai,3,Seed,1.42,Vc,Small,Small,8,30,0.15777777777777777,Mature,11.36,Yes
Saas,2008,Chennai,4,Seed,16.69,Angel,Small,Medium,16,40,0.981764705882353,Mature,267.04,Yes
E-Commerce,2019,Chennai,1,Series B,7.79,Angel,Medium,Large,5,10,1.2983333333333333,Growth,38.95,No
Fintech,2012,Bangalore,4,Seed,3.54,Angel,Large,Medium,12,40,0.2723076923076923,Mature,42.480000000000004,Yes
Healthtech,2019,Hyderabad,2,Seed,10.64,Pe,Large,Large,5,20,1.7733333333333334,Growth,53.2,No
Saas,2019,Pune,1,Seed,9.51,Vc,Small,Medium,5,10,1.585,Growth,47.55,No
Fintech,2011,Pune,2,Series A,16.11,Angel,Large,Large,13,20,1.1507142857142856,Mature,209.43,No
Edtech,2018,Chennai,3,Series B,9.68,Pe,Medium,Large,6,30,1.3828571428571428,Growth,58.08,Yes
Edtech,2021,Mumbai,2,Seed,13.35,Angel,Large,Large,3,20,3.3375,Early,40.05,No
Saas,2016,Pune,1,Seed,7.21,Angel,Medium,Medium,8,10,0.8011111111111111,Mature,57.68,No
E-Commerce,2021,Chennai,1,Seed,2.37,Pe,Medium,Small,3,10,0.5925,Early,7.11,No
Edtech,2010,Bangalore,2,Series A,1.06,Vc,Medium,Small,14,20,0.07066666666666667,Mature,14.84,No
Ai,2012,Delhi,4,Series A,6.55,Angel,Medium,Medium,12,40,0.5038461538461538,Mature,78.6,Yes
Saas,2015,Mumbai,3,Seed,13.44,Angel,Medium,Large,9,30,1.3439999999999999,Mature,120.96,Yes
Fintech,2017,Chennai,1,Seed,0.41,Pe,Medium,Small,7,10,0.05125,Growth,2.8699999999999997,No
Saas,2022,Bangalore,3,Seed,5.13,Angel,Large,Medium,2,30,1.71,Early,10.26,Yes
Healthtech,2012,Delhi,4,Seed,3.2,Vc,Large,Small,12,40,0.24615384615384617,Mature,38.400000000000006,Yes
E-Commerce,2016,Chennai,2,Seed,9.36,Angel,Large,Large,8,20,1.04,Mature,74.88,No
E-Commerce,2009,Bangalore,2,Series B,14.98,Angel,Medium,Large,15,20,0.93625,Mature,224.70000000000002,No
Saas,2013,Bangalore,1,Seed,11.14,Pe,Small,Medium,11,10,0.9283333333333333,Mature,122.54,No
Edtech,2012,Hyderabad,1,Series A,12.24,Angel,Small,Large,12,10,0.9415384615384615,Mature,146.88,No
Edtech,2016,Bangalore,3,Seed,18.93,Pe,Large,Large,8,30,2.1033333333333335,Mature,151.44,Yes
Ai,2014,Chennai,4,Series B,9.25,Angel,Large,Large,10,40,0.8409090909090909,Mature,92.5,Yes
Ai,2023,Bangalore,2,Seed,16.32,Pe,Large,Large,1,20,8.16,Early,16.32,No
E-Commerce,2015,Mumbai,3,Seed,7.01,Vc,Small,Small,9,30,0.701,Mature,63.089999999999996,Yes
